title,icon,screenshots,video,category,score,histogram,reviews,description,description_html,recent_changes,editors_choice,price,free,iap,developer_id,updated,size,installs,current_version,required_android_version,content_rating,iap_range,interactive_elements,developer,developer_email,developer_url,developer_address,app_id,url
"He Min - Make Money, Earn Money",https://lh3.googleusercontent.com/jiO_iP-lNV3E8vlV3I-KWOX28cy7QpP7v9Cr2SDIh5dzHT0zitJ5_d6wX-iC4IqrQZ1m,6,,['BUSINESS'],4.3,"{5: 16, 4: 1, 3: 4, 2: 0, 1: 2}",23,"Joining Bonus
Daily Earn Money
Read News Earn Money
Refer and Earn Money
Withdraw in PayPal or Paytm Or For Bangladesh Bkash
In this app, you can Earn Unlimited with Refer. No Limit.
He Min App Features:
In This App You Can Earn Per Month
But How? We Have 7 Level Eanring Features So Just Refer your Friend And Earn Per Month","b'Joining Bonus<br/>Daily Earn Money<br/>Read News Earn Money<br/>Refer and Earn Money<br/>Withdraw in PayPal or Paytm Or For Bangladesh Bkash<br/><br/>In this app, you can Earn Unlimited with Refer. No Limit.<br/>He Min App Features:<br/>In This App You Can Earn Per Month<br/>But How? We Have 7 Level Eanring Features So Just Refer your Friend And Earn Per Month'",,False,0,True,False,Mix+Income,"September 22, 2018",6.8M,100,1,4.2 and up,['Rated for 3+'],,,Mix Income,vemrulstore@gmail.com,http://www.mixincome.com,,com.he.min.app,https://play.google.com/store/apps/details?id=com.he.min.app
Aapna Raddiwala,https://lh3.googleusercontent.com/b-l-1OD2F-5AugYhylpIOR9yKDsq3D9hLG1pIeW-OwfJ0Z_8pGKPF6buTAYmmg7Bzxg,5,,['BUSINESS'],4.7,"{5: 27, 4: 0, 3: 0, 2: 0, 1: 2}",29,In India everyone is facing the problem of selling their Paper Waste and if they find the seller most of them are not getting the accurate value of their scrap and through Aapna raddiwala we want to solve this problem. We are providing that place for scrap where it doesn't get wasted and is utilised to its maximum.,"b""In India everyone is facing the problem of selling their Paper Waste and if they find the seller most of them are not getting the accurate value of their scrap and through Aapna raddiwala we want to solve this problem. We are providing that place for scrap where it doesn't get wasted and is utilised to its maximum.""",New Version 3.1,False,0,True,False,Websquares+Software+Pvt+Ltd,"September 28, 2018",3.6M,100,1.3,4.1 and up,['Rated for 3+'],,,Websquares Software Pvt Ltd,info@aapnaraddiwala.com,http://aapnaraddiwala.com/,,com.websquare.aapnaraddiwala,https://play.google.com/store/apps/details?id=com.websquare.aapnaraddiwala
Archer Care,https://lh3.googleusercontent.com/sj_3V2mpeh4xN4H6Rezrn26Poz3X4gGlP3QdD7pK4Onhz2QMMxC8A9TVTPTlnLiqdnBg,4,,['BUSINESS'],3.5,"{5: 5, 4: 0, 3: 0, 2: 0, 1: 3}",8,"Archer Care
Our Strtategies Are focused On Increasing The Reach visibility Of Your business We Open Doors You Don't Know Exist,","b""Archer Care<br/>Our Strtategies Are focused On Increasing The Reach visibility Of Your business We Open Doors You Don't Know Exist,""",Minor Bug Remove en-GB here,False,0,True,False,Jignesh+Babariya,"September 11, 2018",4.1M,500,1.1,5.0 and up,['Rated for 3+'],,,Jignesh Babariya,jigsbabariya4@gmail.com,https://archercare.org/,,com.appybuilder.jigsbabariya4.ArcherCare,https://play.google.com/store/apps/details?id=com.appybuilder.jigsbabariya4.ArcherCare
Mobile Payments UPI AEPS BBPS PAN CENTER - ADDLEY,https://lh3.googleusercontent.com/DhoWGXvhrtncPMwUWN29XWAMTIV8gA7EMzY4vfOa5BzrAUbPk9VHS0liVqXWwOtjAddN,7,,['BUSINESS'],4.8,"{5: 13, 4: 1, 3: 1, 2: 0, 1: 0}",15,"Addley is an enterprise platform launched and managed by industry leading solution provider Achariya Technologies which is now a leading name in Emitra Centers, Pan Centers, AEPS Payments, Money Transfer and other digital payment solutions like mobile recharge, dth recharge, data card recharge, electricity bill payments, UPI services, Insurance and other services.
Achariya Technologies has grown immensely from a humble beginning to an established brand in providing quality services. The group has its firm footing in diversified field such as E-Governance, Skill Development (Training & Placements) and Solar Energy.
Achariya Technologies has been conceived with the ambitious objectives of developing professional expertise and skilled manpower.","b'Addley is an enterprise platform launched and managed by industry leading solution provider Achariya Technologies which is now a leading name in Emitra Centers, Pan Centers, AEPS Payments, Money Transfer and other digital payment solutions like mobile recharge, dth recharge, data card recharge, electricity bill payments, UPI services, Insurance and other services.<br/><br/>Achariya Technologies has grown immensely from a humble beginning to an established brand in providing quality services. The group has its firm footing in diversified field such as E-Governance, Skill Development (Training &amp; Placements) and Solar Energy.<br/><br/>Achariya Technologies has been conceived with the ambitious objectives of developing professional expertise and skilled manpower.'",New Update,False,0,True,False,Achariya+Technologies+Pvt+Ltd,"September 28, 2018",4.9M,100,1.4,4.4 and up,['Rated for 3+'],,"['Users Interact, Shares Location, Digital Purchases']",Achariya Technologies Pvt Ltd,info@achariyagroup.com,http://www.addley.in,,iwt.addley.com,https://play.google.com/store/apps/details?id=iwt.addley.com
Kijiji classifieds canada pix,https://lh3.googleusercontent.com/jWnLOnec-Q8ng6oQ6AdwPdFsB5iIwABX8LfvAqsnec5CGSqLRdiuetWm6_uoX50Ykco,2,,['BUSINESS'],,{},0,"purchase / sale of goods,  services and  much more
best unofficial client on Android","b'purchase / sale of goods,  services and  much more<br/>best unofficial client on Android'",,False,0,True,False,AzumiAkemigg,"September 5, 2018",13M,500,1,4.1 and up,['Rated for 3+'],,"['Users Interact, Shares Location']",AzumiAkemigg,AzumiAkemigg@gmai.com,https://ru.wikipedia.org,,com.wKijijiclassifiedscanadapix_7797418,https://play.google.com/store/apps/details?id=com.wKijijiclassifiedscanadapix_7797418
AdzBazar,https://lh3.googleusercontent.com/zP0hsAZt8rDZl78OsjdX-mzqVw8SyvxWTBzPujgbqf5t4Vi1tNoSmeqOY0n16U_d6eU,4,,['BUSINESS'],4.2,"{5: 2, 4: 1, 3: 1, 2: 0, 1: 0}",4,"INSTANT PAYMENT,
EARN EVERY 5 SECONDS!
To start earning you need to Register a Free Account and View Advertisements.","b'INSTANT PAYMENT,<br/>EARN EVERY 5 SECONDS!<br/><br/>To start earning you need to Register a Free Account and View Advertisements.'",,False,0,True,False,sawdip+seth,"September 3, 2018",4.6M,500,1,5.0 and up,['Rated for 3+'],,,sawdip seth,sawdipseth@gmail.com,http://dipseth.blogspot.com/2018/09/adzbazar.html,,com.appybuilder.dip7797870749.projectabazar,https://play.google.com/store/apps/details?id=com.appybuilder.dip7797870749.projectabazar
BFL Edge,https://lh3.googleusercontent.com/c_zUct-p9WJnkGTNDzynWW4duiJ_Zq-6NiWztJhZW9XZFl2pDA66njfjSp_piLIrDQ,5,,['BUSINESS'],5,"{5: 7, 4: 0, 3: 0, 2: 0, 1: 0}",7,Learning and knowledge management platform which bridges the gap between skilling and working,b'Learning and knowledge management platform which bridges the gap between skilling and working',Version 1.0.4 - with bug fixes and added features,False,0,True,False,Finatics+Technology+Pvt+Ltd,"September 2, 2018",30M,500,1.0.4,4.4 and up,['Rated for 3+'],,,Finatics Technology Pvt Ltd,ashish@mobeserv.com,http://edge-lms.co.in,,com.bfledge.mobile,https://play.google.com/store/apps/details?id=com.bfledge.mobile
SSOD - SafeShop Online Dispatch System,https://lh3.googleusercontent.com/Z3AiqiZGmWqOEFs-CcbytZvxhe404maQgd0p3_o8vMU8YhO5YThbXXos5J9dI3RS9Q,2,,['BUSINESS'],4.7,"{5: 37, 4: 8, 3: 1, 2: 0, 1: 1}",47,Send all new customers id to company by this system for almost zero mistake and 100% greening.,b'Send all new customers id to company by this system for almost zero mistake and 100% greening.',Safe Shop Online Dispatch System,False,0,True,False,EWL,"September 18, 2018",3.0M,100,70,4.4 and up,['Rated for 3+'],,,EWL,contact2earnwhilelearn@gmail.com,http://ssomonline.com,,com.earnwhilelearn.ssomonline,https://play.google.com/store/apps/details?id=com.earnwhilelearn.ssomonline
Mi Life Style Easy & Quick Login,https://lh3.googleusercontent.com/BUwi--07XKwaGa4CNQ7ELrIyQ0v1VffK8ONHqDixigklkp71paXKrK3VMlaPCuPz0Cg,4,,['BUSINESS'],3.6,"{5: 6, 4: 0, 3: 1, 2: 0, 1: 3}",10,"This is the app where from you do easy login and check your buiesnes.
Mi Lifestyle Marketing Global Private Limited., , is a direct selling company that deals with a range of comprehensive and quality lifestyle products for day to day life. Our aim is to deliver the best products to our consumer, who forms the core of the company, directly. We ensure that our network of registered distributors are trained leaders and consumers gets best with special benefits and profitable opportunities, thanks to the increasing dominance of direct selling industry in the country.
If faccing any problem please contact-> dbgohain130@gmail.com","b'This is the app where from you do easy login and check your buiesnes.<br/><br/>Mi Lifestyle Marketing Global Private Limited., , is a direct selling company that deals with a range of comprehensive and quality lifestyle products for day to day life. Our aim is to deliver the best products to our consumer, who forms the core of the company, directly. We ensure that our network of registered distributors are trained leaders and consumers gets best with special benefits and profitable opportunities, thanks to the increasing dominance of direct selling industry in the country.<br/><br/>If faccing any problem please contact-&gt; dbgohain130@gmail.com'",,False,0,True,False,Dibyajoyti+Buragohain,"September 20, 2018",4.9M,500,9.1.1,4.0.3 and up,['Rated for 3+'],,,Dibyajoyti Buragohain,Dbgohain130@gmail.com,https://www.milifestylemarketing.com,,mi.lifestyleeasyquicklogin,https://play.google.com/store/apps/details?id=mi.lifestyleeasyquicklogin
Forex Trading Online,https://lh3.googleusercontent.com/cli-R3GbLpi8oPCrwfkfO0SSFQx7gZbDdFGbnz-1xpCIszA4hfkjsOu31DH3H1nRlQ,2,,['BUSINESS'],3.7,"{5: 11, 4: 2, 3: 0, 2: 1, 1: 5}",19,"Online Trading? Stock Trading?
Online Share Trading
Online Stock Trading
Learn for FREE how to invest in Online Share Trading
Easy to start Trading Online
- Perfect your Online Share Trading on a totally free Demo account
- Interactive web-based education system
Free Interactive Training for Online Trading.
- Totally free education and strategy section!
- More than 10 strategies that will teach you how to be a professional trader!
FEATURES
•	20 world stock markets supported.
•	Support for Stop-loss and Limit orders.
•	Portfolio and Watchlist management.
•	Top gainers and top losers information provided.
•	Beautiful stock charts dating back to 10+ years.
•	Zoom option for stock charts.
•	Extensive stock news.
•	Business magazine.
•	Account summary with great looking graphics.
•	Support for multiple themes, including Night theme.","b'Online Trading? Stock Trading?<br/><br/>Online Share Trading<br/>Online Stock Trading<br/><br/>Learn for FREE how to invest in Online Share Trading<br/><br/>Easy to start Trading Online<br/>- Perfect your Online Share Trading on a totally free Demo account<br/>- Interactive web-based education system<br/><br/>Free Interactive Training for Online Trading.<br/>- Totally free education and strategy section!<br/>- More than 10 strategies that will teach you how to be a professional trader!<br/><br/>FEATURES<br/>\xe2\x80\xa2\t20 world stock markets supported.<br/>\xe2\x80\xa2\tSupport for Stop-loss and Limit orders.<br/>\xe2\x80\xa2\tPortfolio and Watchlist management.<br/>\xe2\x80\xa2\tTop gainers and top losers information provided.<br/>\xe2\x80\xa2\tBeautiful stock charts dating back to 10+ years.<br/>\xe2\x80\xa2\tZoom option for stock charts.<br/>\xe2\x80\xa2\tExtensive stock news.<br/>\xe2\x80\xa2\tBusiness magazine.<br/>\xe2\x80\xa2\tAccount summary with great looking graphics.<br/>\xe2\x80\xa2\tSupport for multiple themes, including Night theme.'",New Features Added,False,0,True,False,Stock+Market+Analysis,"September 24, 2018",11M,1000,1.1,4.1 and up,['Rated for 3+'],,,Stock Market Analysis,conexiqcreator@gmail.com,https://www.freeprivacypolicy.com/privacy/view/4de12939ea72242955000c0abef080f4,,com.forex.trading.forextradingonline,https://play.google.com/store/apps/details?id=com.forex.trading.forextradingonline
Money Paisa,https://lh3.googleusercontent.com/WcFlztuOgtWSYPlUypTfwPeWIbjJ-r-CkIqsPU_O9OuJlUk5l93a-N2B5JDhjDh75n0,3,,['BUSINESS'],4,"{5: 7, 4: 0, 3: 1, 2: 0, 1: 2}",10,"Best App For Earning Daily Cash  Instant Pay Money transfer.
Earn real money by completing simple tasks inside the app. Easily make free money by Complete task, trying free apps, with fast payments in Paytm (free of fees) or Mobile Topup.
Money Paisa real money is best money making app cash
You can earn more money by invite your friends using app.
You can earn money anytime and from anywhere, there are no complicated missions, quick and fun way to earn money!
Earn Money app free pays better and faster than other reward apps! you are paid CASH in your Paytm account! Guaranteed super fast payouts and free of fees!","b'Best App For Earning Daily Cash  Instant Pay Money transfer.<br/><br/>Earn real money by completing simple tasks inside the app. Easily make free money by Complete task, trying free apps, with fast payments in Paytm (free of fees) or Mobile Topup.<br/> Money Paisa real money is best money making app cash<br/><br/>You can earn more money by invite your friends using app.<br/>You can earn money anytime and from anywhere, there are no complicated missions, quick and fun way to earn money!\xc2\xa0<br/><br/>Earn Money app free pays better and faster than other reward apps! you are paid CASH in your Paytm account! Guaranteed super fast payouts and free of fees!'",,False,0,True,False,Mad+Mobile+Devs,"September 27, 2018",6.9M,100,2,4.1 and up,['Rated for 3+'],,,Mad Mobile Devs,mohdmazharpatel@gmail.com,,,io.makeroid.asafhussain88.Money_Paisa,https://play.google.com/store/apps/details?id=io.makeroid.asafhussain88.Money_Paisa
